amanda m sayre,,"ledger,blockchain,arms control,national security,computer security,business",,,,,,
amarjit datta,tennessee technological university,"blockchain,internet of things,trusted third party,credibility,computer security,computer science",,,,,,
amber voets,,"energy engineering,blockchain,energy system,renewable energy,supply and demand,ecosystem,commerce,engineering",,,,,,
amber wadsworth,,"distributed ledger,ledger,single point of failure,blockchain,currency,payment,commerce,business",,,,,,
amelia perez zabaleta,,"blockchain,performance art,history",,,,,,
amigault,,"blockchain,library science,computer science",,,,,,
amin sakzad,amirkabir university of technology,"ring signature,blockchain,quantum,lattice,distributed computing,mathematics",,,,,,
amin shams,university of texas at austin,"digital currency,price support,blockchain,cryptocurrency,boom,monetary economics,economics",,,,,,
amir houmansadr,university of massachusetts amherst,"proof of work system,pre play attack,blockchain,database transaction,computer security,computer science",,,,,,
amir kafshdar goharshady,institute of science and technology austria,"data breach,selective disclosure,blockchain,credit history,correctness,computer security,computer science",,,,,,
amir lazarovich,,"invisible ink,blockchain,information privacy,internet privacy,multimedia,engineering",,,,,,
amir leshem,bar ilan university,"smart contract,best response,transaction data,cache,overlay,nash equilibrium,wireless network,search algorithm,computer network,distributed computing,computer science",,,,,,
amira kaid,,"coase theorem,blockchain,transaction cost,law and economics,economy,economics",,,,,,
amit k chopra,lancaster university,"blockchain,sociotechnical system,correctness,business model,autonomy,corporate governance,organizational structure,computation,knowledge management,computer science",,,,,,
amitabh saxena,accenture,"ledger,blockchain,cryptocurrency,anonymity,database transaction,computation,internet privacy,computer science",,,,,,
amjad aldweesh,newcastle university,"smart contract,verifiable computing,solidity,distrust,collusion,correctness,cryptographic protocol,cloud computing,internet privacy,computer security,computer science",,,,,,
amool sudhan,defence institute of advanced technology,"mission critical,blockchain,battlefield,employability,data modeling,sustainability,fault tolerance,architecture,systems engineering,engineering",,,,,,
amr m youssef,concordia university,"blockchain,internet privacy,computer science",,,,,,
amr rizk,university of massachusetts amherst,"blockchain,knowledge management,computer science",,,,,,
amrit kumar,national university of singapore,"blockchain,traceability,computer security,computer science",,,,,,
amrita dhillon,,"distributed ledger,shareholder,distributed computing,computer science",,,,,,
amritraj,kennesaw state university,"smart contract,usability,software engineering,computer science",,,,,,
amy maxmen,harvard university,"blockchain,internet privacy,business",,,,,,
amy nordrum,,"bureaucracy,immutability,blockchain,early adopter,financial services,public sector,government,transparency,public relations,economics",,,,,,
an binh tran,nicta,"proof of stake,transaction data,blockchain,trade off,scalability,computer data storage,cryptography,software,systems engineering,distributed computing,computer science",,,,,,
ana felicitas munoz perez,,"distributed ledger,digital currency,blockchain,cryptocurrency,currency,peer to peer,performance art,art",,,,,,
ana garcia rodriguez,,"blockchain,phenomenon,political economy,history",,,,,,
ana maria reyes fabela,universidad autonoma del estado de mexico,"blockchain,industrial design,performance art,sociology",,,,,,
ana musson,,"blockchain,commerce,business",,,,,,
ana reyna,university of malaga,"blockchain,security domain,internet of things,big data,cloud computing,distributed computing,computer security,computer science",,,,,,
anan liu,tianjin university,"proof of stake,digital currency,blockchain,behavioral pattern,tracing,cluster analysis,data mining,artificial intelligence,machine learning,computer science",,,,,,
anas abou elkalam,cadi ayyad university,"delegate,blockchain,internet of things,pi,reference model,proof of concept,access control,architecture,computer security,computer science",,,,,,
anastas mishev,,"public key cryptography,blockchain,popularity,public institution,big data,digital data,information privacy,decentralization,management science,data mining,engineering",,,,,,
anastasia mavridou,vanderbilt university,"blockchain,plug in,software design pattern,finite state machine,computation,semantics,graphical user interface,theoretical computer science,distributed computing,computer security,computer science",,,,,,
anastasiia potekhina,,"headline,blockchain,credit risk,commerce,business",,,,,,
anastasiia zemlianskaia,,"blockchain,political economy,economics",,,,,,
anastasiya a krylova,,"blockchain,cryptocurrency,machine to machine,backbone network,use case,cyber physical system,distributed data store,information technology,distributed computing,computer science",,,,,,
anatoly m makarov,,"blockchain,cryptography,distributed computing,computer science",,,,,,
anatoly petrenko,,"ledger,blockchain,unavailability,distributed database,tamper resistance,cloud computing,medical record,data type,computer security,computer science",,,,,,
anders ellersgaard kalor,aalborg university,"validator,blockchain,internet of things,synchronization,wireless,distributed computing,mathematics",,,,,,
anders wallbom,,"public key infrastructure,blockchain,computer security,computer science",,,,,,
andra anoaica,,"smart contract,power graph analysis,blockchain,cryptocurrency,graph,network topology,robustness,distributed computing,computer science",,,,,,
andranik tumasjan,technische universitat munchen,"ledger,blockchain,disruptive innovation,payment,venture capital,business model,financial services,commerce,finance,economics",,,,,,
andras kristof,,"blockchain,trustworthiness,accountability,actuarial science,engineering",,,,,,
andre de kok,,"blockchain,computer security,business",,,,,,
andre deschamps,,"blockchain,performance art,philosophy",,,,,,
andre prum,university of luxembourg,"blockchain,cryptocurrency,ignorance,information asymmetry,debt,monetary economics,economics",,,,,,
andre ribeiro,,"blockchain,ethnology,political economy,sociology",,,,,,
andre schweizer,university of bayreuth,"blockchain,operating system,computer science",,,,,,
andrea bracciali,university of stirling,"smart contract,software development,blockchain,coins,best practice,vulnerability,source code,software,software engineering,computer science",,,,,,
andrea buraschi,university of chicago,"financial networks,blockchain,cryptocurrency,decentralization,supply and demand,valuation,microeconomics,business",,,,,,
andrea canidio,,"blockchain,security token,financial market,incentive,finance,business",,,,,,
andrea gaglione,,"smart contract,open architecture,producer consumer problem,overhead,internet of things,leverage,business model,corporate governance,computer security,computer science",,,,,,
andrea j cullen,university of bradford,"smart contract,compiled language,cryptocurrency,audit,cluster analysis,data mining,computer science",,,,,,
andrea m rozairo,,"financial statement,quality audit,blockchain,data analysis,audit,accounting,economics",,,,,,
